Sobolev Institute of Mathematics, Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Russia	Sobolev Inst Math, Pr Ac Koptyuga 4, Novosibirsk 630090, Russia	true
Univ Lousiville, Speed Sch Engn, Dept Comp Engn & Comp Sci, Louisville, KY 40292 USA	Univ Louisville, Louisville, KY 40292 USA	false
US Army Res Lab, Aberdeen Proving Ground, MD 21005 USA	CCDC Army Res Lab, Computat & Informat Sci Directorate, Aberdeen Proving Ground, MD 21005 USA	true
China Electric Power Research Institute(China Electric Power Research Institute,Electric Power Research Inst),Beijing,China	Beijing Informat Sci & Technol Univ, Sch Informat Management, Beijing, Peoples R China	false
Univ Technol Troyes, Troyes, France	Univ Technol Troyes, Dept ROSAS, Troyes, France	true
Univ Thies, Thies, Senegal	Univ Thies, CHECK4DECISION, Thies, Senegal	false
Teradata Prod Engn, Santa Clara, CA USA	Teradata Prod Engn, Austin, TX 78759 USA	false
Teradata Prod Engn, Santa Diego, CA USA	Teradata Prod Engn, Austin, TX 78759 USA	false
Univ Barcelona, Dept Elect, E-08028 Barcelona, Spain	Hosp Univ La Paz, Unidad Arritmias & Electrofisiol Robotizada, Madrid, Spain	false
University of Passau, Passau, Germany	Institute for Artificial Intelligence in Medicine, University Hospital Essen, Essen, Germany	false
Nanyang Technol Univ, Sch Elect & Elect Engn, Singapore 639798, Singapore	IEEE COMCOMAP 2021 General Chair	false
School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China	School of Electronics and Communication Engineering Sun Yat-sen University, Shenzhen, China	true
School of Mathematical Science, Ocean University of China QingDao, P.R. China	Beijing Normal University(Beijing Normal University),Beijing,China	false
The Second Research Institute of Civil Aviation Administration of China, Chengdu, PR China	Ankura Consulting Grp LLC, Data & Technol, Washington, DC USA	false
Flight Test Center, Commercial Aircraft Corporation of China, Ltd. (COMAC), Shanghai, P.R. China	Flight Test Center Commercial Aircraft Corporation of China, Ltd. (COMAC), Shanghai, P.R. China	true
Radboud Univ Nijmegen, Nijmegen, Netherlands	Czech Tech Univ, Prague, Czech Republic	false
Science and Technology on Communication Security Laboratory, Chengdu, China	No.30 Inst, China Electronics Technology Group Corporation	false
School of Computer Science and Engineering, Xi’an University of Technology, Xi’an, China	Faculty of Computer Science and Engineering, Xi’an University of Technology, Xi’an, China	true
USeP & YTBU University, Kunming, China	Edge Computing Network Center, USeP & YTBU University, Kunming, China	false
IHP – Leibniz-Institut für innovative Mikroelektronik,Frankfurt (Oder),Germany	IHP Leibniz Inst Innovat Mikroelekt, Frankfurt, Oder, Germany	true
IBM Almaden Research Center	Computer Science, San Francisco State University, 1600 Holloway Ave, San Francisco, CA 94132, USA, Petkovic@sfsu.edu.	false
R&D Lab, Sun Asterisk Inc.	Le Quy Don Technical University, Ha Noi, Viet Nam	false
University of Information Technology, Vietnam National University, Ho Chi Minh, VietNam	University of Information Technology, Ho Chi Minh City, Vietnam	false
Le Quy Don Technical University, Hanoi, Vietnam	Data Science Research Group Faculty of Information Technology, Le Quy Don Technical University, Ha Noi, Vietnam	false
Data Science Research Group Faculty of Information Technology, Le Quy Don Technical University, Ha Noi, Vietnam	Data Science Research Group Faculty of Information Technology, Le Qui Don Technical University, Hanoi, Vietnam	true
University of Information Technology, Hochiminh City, Vietnam	Information Security Laboratory, University of Information Technology, Hochiminh City, Vietnam	true
Le Quy Don Technical University, Hanoi, Vietnam	Faculty of Information Technology, Le Quy Don Technical University, Hanoi, Vietnam	true
Univ Hertfordshire, Hatfield, Herts, England	Sch. of Eng. & Technol., Univ. of Hertfordshire, Hatfield, UK|c|	true
Peter Pazmany Catholic Univ, Fac Informat Technol & Bion, Prater U 50-A, H-1083 Budapest, Hungary	Dipartimento di Informatica, Università di Torino, Torino, Italy	false
City Univ Hong Kong, Hong Kong, Peoples R China	Chinese Acad Sci, Inst Automat, Beijing, Peoples R China	false
Instituto Tecnológico de Buenos Aires (ITBA), Av. E. Madero 399, Buenos Aires, Argentina	Departamento de Matemática, Instituto Tecnológico de Buenos Aires, Av. Eduardo Madero 399, Buenos Aires, Argentina	true
Koc Univ, Dept Comp Engn, TR-34450 Istanbul, Turkey	Koc Univ, Dept Comp Engn, Istanbul, Turkey	true
Fachbereich IV der Universität Oldenburg Postfach 2503 D-Oldenburg	Fachbereich 6 Mathematik, Universität Osnabrück, Postfach 4469, D-4500, Osnabrück, Federal Republic of Germany	false
Univ Szeged, Juhasz Gyula Fac Educ, Dept Appl Informat, Szeged, Hungary	Univ Szeged, Inst Informat, Szeged, Hungary	false
Tsinghua National Laboratory for Information Science & Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China	National Key Laboratory of Science and Technology on Communications University of Electronic Science and Technology of China Chengdu China	false
Univ Tokyo, Inst Ind Sci, Tokyo 1538505, Japan	Univ Tokyo, Inst Ind Sci, Minato Ku, Tokyo 1538505, Japan	true
Tokyo Inst Technol, Dept Commun & Integrated Syst, Tokyo 1528552, Japan	Nagoya Univ, Dept Informat & Commun Engn, Nagoya, Aichi 4648603, Japan	false
Danish School of Education|Aarhus University	Aarhus Universitet	true
Universitat Mannheim	Curtin University **	false
Agr Univ Hebei, Foreign Language Coll, Baoding, Peoples R China	Agr Univ Hebei, Foreign Language Coll, Baoding 071000, Peoples R China	true
Univ Sci & Technol Liaoning, Sch Architecture & Art Design, Anshan, Peoples R China	Computer Science and Software Engineering	false
Agr Univ Hebei, Coll Elect & Mech Engn, Baoding 071001, Peoples R China	Agr Univ Hebei, Baoding, Peoples R China	false
Henan Univ Urban Construct, Sch Geomat & Urban Spatial Informat, Pingdingshan 467036, Peoples R China	Henan Univ Urban Construct, Sch Geomat & Urban Informat, Pingdingshan 467036, Peoples R China	true
Imam Abdulrahman Bin Faisal Univ, Dammam, Saudi Arabia	Imam Abdulrahman Bin Faisal Univ, Coll Educ, Dept Educ Technol, POB 1982, Dammam 31441, Saudi Arabia	false
Univ Econ, Dept Appl Informat, Fac Econ Informat, Bratislava, Slovakia	Univ Econ Bratislava, Fac Econ Informat, Dept Appl Informat, Bratislava 85235, Slovakia	false
School of Technology Management and Logistics, Universiti Utara Malaysia, 06010 Sintok, Kedah, Malaysia	School of Technology Management & Logistics, College of Business, Universiti Utara Malaysia, 06010 Sintok, Kedah, Malaysia	true
University of Pretoria	Univ Pretoria, Math Educ, Pretoria, South Africa	true
University of Muhammadiyah Prof. DR. HAMKA, Indonesia	University of Muhammadiyah Prof. DR. HAMKA	true
Bogazici Univ, Istanbul, Turkey	Bogazici Univ, Dept Math, Istanbul, Turkey	false
Ecole Polytech Fed Lausanne, Dept Math, Stn 8, CH-1015 Lausanne, Switzerland	Discrete Mathematics Group, Institute for Basic Science (IBS), Daejeon, Republic of Korea	false
Sapienza Univ Rome, Rome, Italy	Sapienza Univ Rome, DIAG, Rome, Italy	false
Univ Kentucky, Dept Comp Sci, Lexington, KY 40506 USA	Bengbu Med Coll, Bengbu, Anhui, Peoples R China	false
University of Rhode Island	Univ Rhode Isl, Dept Math, 5 Lippitt Rd, Kingston, RI 02881 USA	true
Univ Padua, Dept Informat Engn, I-35131 Padua, Italy	Department of Information Engineering, University of PadovaPadovaItaly	true
b Independent Scholar, Collado Villalba, 28400 Madrid, Spain	Distrio Telefon, Edificio Este 1, Madrid 28050, Spain	false
Shandong University	Qufu Normal University	false
North China Univ Sci & Technol, Jitang Coll, Tangshan, Peoples R China	Mathematics, Yan Tai University, Yan Tai 264005, PR China	false
University of Gent,Gent,Belgium	STATE UNIV GHENT,SEMINAR GEOMETRY & COMBINATOR,KRIJGSLAAN 281,B-9000 GENT,BELGIUM	false
University of Gent,Gent,Belgium	University of Gent, Gent, Belgium 9000	true
Warsaw University Institute of Mathematics PKiN IX p/907 00-901 Warsaw PKiN IX p/907 00-901 Warsaw	Institute of Mathematics, Warsaw University, Banacha 2, 02-097 Warsaw, Poland	false
Electrical and Computer Engineering|National University of Singapore	Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore	true
State University of New York at Stony Brook, Stony Brook, New York 11794 USA	SUNY Department of Mathematics 11794 Stony Brook NY USA	false
State University of New York at Stony Brook, Stony Brook, New York 11794 USA	SUNY at Stony Brook Stony Brook, L. I. 11733 New York U.S.A. 11733 New York U.S.A.	false
State University of New York at Stony Brook, Stony Brook, New York 11794 USA	SUNY at Stony Brook, Stony Brook, New York 11794 USA	true
SW Univ Sci & Technol, Manufacture Engn Inst, Mianyang 621010, Peoples R China	Hong Kong UST	false
The Hong Kong University of Science and Technology, HKUST, Hong Kong	SW Univ Sci & Technol, Manufacture Engn Inst, Mianyang 621010, Peoples R China	false
The Hong Kong University of Science and Technology, HKUST, Hong Kong	Hong Kong UST	true
Information Sciences Institute	Department of Mathematics,University of Manchester,Manchester,UK	false
Oxford University Computing Laboratory Wolfson Building, Parks Road Oxford OX1 3QD UK	Hefei University of Technology, Hefei, China	false
NUS, Singapore, Singapore, Singapore	Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore	false
School of Interactive Computing, College of Computing, Georgia Institute of Technology, Atlanta, GA, United States	GVU Center|Georgia Institute of Technology	true
mputing Trends	Griffith University	false
Flight Test Center, Commercial Aircraft Corporation of China, Ltd. (COMAC), Shanghai, P.R. China	Department of Computer Science|California State University	false
Politecnico di Milano, Milano, Italy	Politecnico di Milano Italy	false
Politecnico di Milano, Milan, Italy	Politecnico di Milano Italy	true
User Interface Research at Alias, Wavefront and department of computer science at the University of Toronto	UNIV TORONTO,COMP SYST RES GRP,STRUCT SOUND SYNTH PROJECT,TORONTO M5S 1A4,ONTARIO,CANADA	false
Inst. of Policy and Planning Sci., University of Tsukuba, Tsukuba, Japan	Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, TX	false
University of Pennsylvania, Philadelphia, PA	Univ Penn, Dept Comp & Informat Sci, Philadelphia, PA 19104 USA	true
University of Southampton, Southampton, United Kingdom	Department of Information Engineering Graduate School of Engineering, Hiroshima University,	false
South Dakota State Univ, Brookings, SD USA	Natl Univ Singapore, Singapore, Singapore	false
South Dakota State Univ, Brookings, SD USA	National University of Singapore	false
University of Helsinki, , Finland	Computers and Software School, Communication University of China, China and Animation School, Communication University of China, China	false
The Hong Kong Polytechnic University, Hong Kong, Hong Kong	Natl Univ Singapore, Singapore, Singapore	false
The Hong Kong Polytechnic University, Hong Kong, Hong Kong	National University of Singapore	false
The Hong Kong Polytechnic University, Hong Kong, Hong Kong	South Dakota State Univ, Brookings, SD USA	false
Department of Automation, Shanghai Jiao Tong University, Shanghai 200240, PR China	Dalian Univ Technol, Sch Energy & Power Eng, Dalian 116023, Peoples R China	false
University of Oxford	Ningbo Univ, Fac Sci, Ningbo 315211, Zhejiang, Peoples R China	false
University of Texas at Dallas	Department of Statistics, Yale University, New Haven, CT 06511, USA	false
Xi'an Jiaotong University, China	Xi'an Jiaotong University(Xi'an Jiaotong University,Xi'an Jiaotong Univ,Xi'an Jiaotong Univ.),Xi An,China	false
MCMASTER UNIV,DEPT COMP SCI,HAMILTON L8S 4K1,ONTARIO,CANADA	Department of Mathematics and Statistics, Miami University, Oxford, OH 45056, USA (e-mail: jiangt@muohio.edu)	false
Natl ICT, Canberra, ACT, Australia	National ICT Australia	false
Natl ICT, Canberra, ACT, Australia	Department of Mechanical Engineering, Columbia University New York, NY	false
University of Southern California	Laboratorie de Recherche en Informatique, URA 410 CNRS, Université Paris-Sud, bât.490, 91405 Orsay Cedex, France	false
Tech Univ Carolo Wilhelmina Braunschweig, Inst Theoret Comp Sci, POB 3329, D 38023 Braunschweig, Germany; Mcmaster Univ, Dept Math & Stat, Hamilton, ON, Canada and Czech Tech Univ, Dept Math Fjfi, CR 12000 Prague, Czech Republic	Department of Mathematical Sciences, McMaster University, Hamilton, Ontario L8S 4K1, Canada	false
Cornell University	Cornell Univ., Ithaca, NY	true
University College London	Department of Computer Science|University College London	true
Univ Sci & Technol China, Dept EEIS, Hefei 230027, Peoples R China	Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, State Key Lab Resources & Environm Informat Syst, Beijing 100101, Peoples R China	false
Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, State Key Lab Resources & Environm Informat Syst, Beijing 100101, Peoples R China	Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, Beijing, Peoples R China	false
new york university	Natl Univ Singapore, Singapore, Singapore	false
new york university	The Hong Kong Polytechnic University, Hong Kong, Hong Kong	false
new york university	South Dakota State Univ, Brookings, SD USA	false
new york university	National University of Singapore	false
Warsaw University Institute of Mathematics PKiN IX p/907 00-901 Warsaw PKiN IX p/907 00-901 Warsaw	The University of Warsaw Institute of Mathematics Banacha 2 02-097 Warsaw Poland	false
The University of Warsaw Institute of Mathematics Banacha 2 02-097 Warsaw Poland	Institute of Mathematics, Warsaw University, Banacha 2, 02-097 Warsaw, Poland	false
The University of Warsaw Institute of Mathematics Banacha 2 02-097 Warsaw Poland	Institute of Mathematics, Warsaw University, Warsaw, Poland	false
massachusetts institute of technology	Media Lab., MIT, Cambridge, MA, USA	true
University of California, San Diego, La Jolla	University of California, San Diego	true
Tsinghua University, Beijing, China	Department of Computer Science Hong Kong University of Science and Technology Kowloon Hong Kong	false
University of Waterloo, Waterloo, ON, Canada	UC Berkeley, Berkeley, CA, USA	false
University of Waterloo, Waterloo, ON, Canada	Univ Waterloo, Dept Stat & Actuarial Sci, Waterloo, ON N2L 3G1, Canada	false
Boeing, Phantom Works, P.O. Box 3707, m/s 7L-40, Seattle, WA, USA 98124-2207	Boeing Phantom Works, The Boeing Company, Seattle, USA WA 98124	true
Princeton University, Princeton, NJ	Cognitive Science Laboratory|Princeton University	true
Univ Western Ontario, Ontario Res Ctr Comp Algebra, London, ON N6A 5B7, Canada	Univ Western Ontario, Dept Comp Sci, London, ON N6A 5B7, Canada	true
Xidian Univ, Natl Key Lab Integrated Serv Networks, Xian 710071, Peoples R China	Department of Computer Science and Technology, Tsinghua University, Beijing, China	false
UNIV ARIZONA,TUCSON,AZ 85721	Division of Engineering, Colorado Schml of Mines, Golden, CO, USA	false
Natl Taiwan Univ, Grad Inst Commun Engn, Taipei 106, Taiwan	Natl Taiwan Univ, Dept Elect Engn, Taipei 10764, Taiwan	true
FHNW, Windisch, Switzerland	FH Aargau CH-5210 Windisch	false
Karlsruhe Institute of Technology, Karlsruhe	Jilin Inst Chem Technol, Jilin, Jilin, Peoples R China	false
Media Technology Lab, Division of Information Engineering, School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore, Singapore 639798	Karlsruhe Institute of Technology, Karlsruhe	false
Microsoft(Microsoft Research Asia,Microsoft Corporation,Microsoft Research),Redmond,United States	Karlsruhe Institute of Technology, Karlsruhe	false
University of Minnesota Computer Science Department and Medical School USA USA	University of Minnesota	false
Fudan Univ, Sch Comp Sci, Shanghai 200433, Peoples R China	Department of Computer Science, George Mason University, USA	false
Tsinghua Univ, Beijing 100084, Peoples R China	Department of Computer Science, George Mason University, USA	false
George Mason University Department of Computer Science Fairfax VA 22030 USA	Department of Computer Science, George Mason University, USA	true
Tokyo University, Japan	Fujitsu Labs of America Inc., 77 Rio Robles, San Jose, CA	false
Universität Bremen, Germany	Fachbereieh Mathematik/Informatik, Universität Bremen, Postfach 33 04 40, D-28334 Bremen, Germany	true
Istituto di Elettrotecnica ed Elettronica, Politecnico di Milano, Piazza Leonardo da Vinci, 32, 20133 Milano, Italy	ICSE2000 General Chair	false
Univ. of Maryland, College Park	Department of Computer Science, Institute for Advanced Computer Studies, University of Maryland, College Park, MD	false
University of Helsinki, , Finland	Arizona State Univ, Dept Elect Engn, Tempe, AZ 85287 USA	false
Computers and Software School, Communication University of China, China and Animation School, Communication University of China, China	Arizona State Univ, Dept Elect Engn, Tempe, AZ 85287 USA	false
University of Helsinki, , Finland	Department of Mathematics, University of Science and Technology of China, China	false
Department of Mathematics, University of Science and Technology of China, China	Computers and Software School, Communication University of China, China and Animation School, Communication University of China, China	false
Department of Mathematics, University of Science and Technology of China, China	Arizona State Univ, Dept Elect Engn, Tempe, AZ 85287 USA	false
Warsaw University Institute of Mathematics PKiN IX p/907 00-901 Warsaw PKiN IX p/907 00-901 Warsaw	Univ Warsaw, Inst Math, PL-02097 Warsaw, Poland	false
Univ Warsaw, Inst Math, PL-02097 Warsaw, Poland	Institute of Mathematics, Warsaw University, Banacha 2, 02-097 Warsaw, Poland	true
Worcester Polytech Inst, Worcester, MA 01609 USA	Computer Science Department, Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA	true
ftl@theory.csail.mit.edu	MIT	false
ibm	Beijing Genom Inst Shenzhen, Shenzhen 518083, Peoples R China	false
ibm	University College London, London, United Kingdom	false
Tsinghua National Laboratory for Information Science & Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China	School of Computer Science, University of Waterloo, 200 University Avenue West, Waterloo, ON N2L 3G1, Canada	false
The Laboratory for Advanced Computer Studies, The University of Alabama in Huntsville, Huntsville, Alabama 35899, USA	Computer Science and Software Engineering	false
Univ Sci & Technol Liaoning, Sch Architecture & Art Design, Anshan, Peoples R China	The Laboratory for Advanced Computer Studies, The University of Alabama in Huntsville, Huntsville, Alabama 35899, USA	false
The Laboratory for Advanced Computer Studies, The University of Alabama in Huntsville, Huntsville, Alabama 35899, USA	Delft University of Technology, Delft, Netherlands	false
The Laboratory for Advanced Computer Studies, The University of Alabama in Huntsville, Huntsville, Alabama 35899, USA	Binghamton University, State University of New York, Binghamton, New York	false
columbia university	The Laboratory for Advanced Computer Studies, The University of Alabama in Huntsville, Huntsville, Alabama 35899, USA	false
xerox	parc	true
Univ Haifa, Dept Comp Sci, IL-31905 Haifa, Israel	Computer Science Department, Israel Institute of Technology-Technion, Israel	false
Swiss Fed Inst Technol, Zurich, Switzerland	MERL, Cambridge, MA	false
Purdue University, West Lafayette, IN, USA	Purdue University Department of Computer Science	false
Uni. Leipzig	Institut für Theoretische Physik, Universität Leipzig, Leipzig, Germany	false
Univ. Paris-Sud, Orsay cedex, France and LIMSI-CNRS, Orsay cedex, France	Univ Estadual Campinas, Sch Elect & Comp Engn, BR-13083970 Campinas, SP, Brazil	false
Univ. of Maryland	Inst. for Syst. Res., Univ. of Maryland, College Park, MD, USA	true
Univ Almeria, Dept Algebra & Anal Matemat, Almeria 04120, Spain	Department of Algebra and Analysis, University of Almería, 04120 Almería, Spain (e-mail: {jperalta, btorreci}@ual.es) ES	false
Department of Mathematics, Hubei Institute for Nationalities, Enshi, Hubei Province, 445000, China	Department of Mathematics, Hubei Institute for Nationalities, Enshi, Hubei Province 445000, PR China	true
Ecole Natl Super Telecommun Bretagne, F-75634 Paris 13, France	Center for Imaging Science, Rochester Institute of Technology, Rochester, New York, 14623, USA	false
University College, London, U.K.	Department of Mathematics/Computer Science, Creighton University, Omaha, Nebraska 68178, USA	false
Department of Computer Science and Technology, TNList, Tsinghua University, Beijing, China	Chinese Academy of Sciences,Ningbo Institue of Materials Technology and Engineering,Ningbo,China	false
University of Massachusetts, Amherst, MA, USA	Department of Computer Science and Technology, TNList, Tsinghua University, Beijing, China	false
Division of Information and Communication Engineering, Chungnam University, 220 Kung-Dong, Yuseong-Gu, Daejeon 305-764, South Korea	Department of Mathematics and Statistics, University of Massachusetts, Amherst, MA 01003, USA	false
Tsinghua University, Beijing, China	Department of Computer Science, Tsinghua University, Beijing, China	true
FH Aargau, 5210 Windisch, Switzerland	FH Aargau CH-5210 Windisch	true
Departamento de Matemáticas, Estadística y Computación, Facultad de Ciencias, Universidad de Cantabria, Avenida de los Castros s/n, E-39005 Santander, Spain	Departamento de Matemáticas, Estadistica y Computación, Universidad de Cantabria, E-39005, Santander, Spain	true
mputing Trends	Computing Trends and Software Engineering Institute, Seattle University	false
Griffith University	Computing Trends and Software Engineering Institute, Seattle University	false
Univ Valladolid, Dpto Informat, E-47002 Valladolid, Spain	Department of Computer Science, University of Chile, Chile	false
NUS, Singapore, Singapore, Singapore	Chinese University of Hong Kong	false
Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore	Chinese University of Hong Kong	false
Microsoft Research Asia	Jilin Inst Chem Technol, Jilin, Jilin, Peoples R China	false
Microsoft Research Asia	Media Technology Lab, Division of Information Engineering, School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore, Singapore 639798	false
Microsoft(Microsoft Research Asia,Microsoft Corporation,Microsoft Research),Redmond,United States	Microsoft Research Asia	false
Microsoft Research Asia	Karlsruhe Institute of Technology, Karlsruhe	false
Sarnoff Corporation	Sarnoff Corp., Princeton, NJ, USA	true
University of Southern California	Department of Economics, University of British Columbia, Canada	false
Laboratorie de Recherche en Informatique, URA 410 CNRS, Université Paris-Sud, bât.490, 91405 Orsay Cedex, France	Department of Economics, University of British Columbia, Canada	false
Microsoft Research, Cambridge	Microsoft Res, Cambridge, England	true
Michigan State University, East Lansing, MI 48824, USA	Dept . of Statistics & Probability|Dept . of Computer Science & Engineering	false
National University of Singapore	Department of Mathematics, Bohai University, Jinzhou, PR China	false
School of Computer Science and Engineering, Hebrew University, Jerusalem, Israel	School of Computer Science and Engineering, Hebrew University, Israel	true
Univ Oxford, Math Inst, Oxford OX2 6GG, England	Univ Oxford, Math Inst, Oxford OX1 3LB, England	false
University of Texas at Dallas	Tsinghua University Department of Physics Beijing 100084 China	true
rglass@indiana.edu	mputing Trends	false
rglass@indiana.edu	Computing Trends and Software Engineering Institute, Seattle University	false
